baseline,rssi_sigma,path_loss_exponent,mac,n,rmse,rmse_ci95_low,rmse_ci95_high,mean_error,mean_error_ci95_low,mean_error_ci95_high,max_observed_error,mean_max_error_global,mean_max_error_global_ci95_low,mean_max_error_global_ci95_high
90,3,4.4,00:04,30,13.895617135381935,11.585690717241954,15.87287377101745,13.078975214909246,11.296647364672307,14.861303065146185,31.020464186517824,13.395138089282494,11.86205828108945,14.928217897475538
90,4,4.4,00:02,29,6.103558583282064,6.0349709124731,6.171384029917107,6.101070991281497,6.033633281391163,6.168508701171831,6.603486083980492,12.734266593684719,11.249018980776174,14.219514206593264
90,4,4.4,00:03,30,6.5871939171287375,6.467893443828317,6.704371842536656,6.578642030841226,6.451218542012442,6.70606551967001,7.037552858373223,12.734266593684719,11.249018980776174,14.219514206593264
90,4,4.4,00:04,30,13.220602846097913,10.871334866339613,15.211270737594973,12.409817939319193,10.678706567741878,14.140929310896508,30.410710420162065,12.734266593684719,11.249018980776174,14.219514206593264
90,5,4.4,00:02,29,6.12499135996588,6.056053751710511,6.19316165425273,6.122487242839899,6.054707237215448,6.19026724846435,6.626147968447645,12.182221932072219,10.724822271116249,13.639621593028188
90,5,4.4,00:03,30,6.60632962693025,6.489517764041775,6.721111624537936,6.598260561120194,6.474304317822645,6.722216804417743,7.057050255957453,12.182221932072219,10.724822271116249,13.639621593028188
90,5,4.4,00:04,30,12.667840684357332,10.249541455525895,14.693375213339301,11.85341946373911,10.156386624659643,13.550452302818577,30.07104648209941,12.182221932072219,10.724822271116249,13.639621593028188
90,6,3.8,00:02,29,1687.155705823936,0.0,2945.447703483343,321.6369346092365,-319.37679002100333,962.6506592394763,9085.270926997722,23470.021587723655,-23853.457068964104,70793.5002444114
90,6,3.8,00:03,30,126798.45566861988,0.0,221262.39620700944,23157.82889697725,-24183.632972543794,70499.29076649829,694503.7413987179,23470.021587723655,-23853.457068964104,70793.5002444114
90,6,3.8,00:04,30,18.161982952587238,0.0,27.150686502184037,11.832527384277832,6.600158198374401,17.06489657018126,77.58990205183339,23470.021587723655,-23853.457068964104,70793.5002444114
90,6,4.4,00:02,29,6.1257349608544525,6.056858080456546,6.193845963089269,6.123235368167595,6.055512498788097,6.190958237547093,6.626732262165296,11.83138795106729,10.396612463160988,13.266163438973592
90,6,4.4,00:03,30,6.607188233529422,6.490364792298592,6.721981669825509,6.599117237034516,6.47513811343381,6.723096360635222,7.057758303460885,11.83138795106729,10.396612463160988,13.266163438973592
90,6,4.4,00:04,30,12.312075640294305,9.863811992708102,14.348506058721398,11.50029480705236,9.83068485392863,13.169904760176088,29.752864739937866,11.83138795106729,10.396612463160988,13.266163438973592
90,8,4.4,00:02,29,6.126529959505725,6.057713678953274,6.194581799707293,6.124034884147028,6.05636883389847,6.191700934395585,6.627376608089279,11.527519818116678,10.123093832430362,12.931945803802995
