# Tiempo(s), X(m), Y(m), Theta_Yaw(rad)
0.00, 0.00, 0.00, 0.00
0.20, 0.17, 0.00, 0.00
0.40, 0.33, 0.00, 0.00
0.60, 0.50, 0.00, 0.00
0.80, 0.67, 0.00, 0.00
1.00, 0.83, 0.00, 0.00
1.20, 1.00, 0.00, 0.00
1.40, 1.17, 0.00, 0.00
1.60, 1.33, 0.00, 0.00
1.80, 1.50, 0.00, 0.00
2.00, 1.67, 0.00, 0.00
2.20, 1.83, 0.00, 0.00
2.40, 2.00, 0.00, 0.00
2.60, 2.17, 0.00, 0.00
2.80, 2.33, 0.00, 0.00
3.00, 2.50, 0.00, 0.00
3.20, 2.67, 0.00, 0.00
3.40, 2.83, 0.00, 0.00
3.60, 3.12, 0.12, 0.79
3.80, 3.25, 0.25, 0.79
4.00, 3.38, 0.38, 0.79
4.20, 3.50, 0.50, 0.79
4.40, 3.62, 0.62, 0.79
4.60, 3.75, 0.75, 0.79
4.80, 3.88, 0.88, 0.79
5.00, 4.17, 1.00, 0.00
5.20, 4.33, 1.00, 0.00
5.40, 4.50, 1.00, 0.00
5.60, 4.67, 1.00, 0.00
5.80, 4.83, 1.00, 0.00
6.00, 5.00, 1.00, 0.00
6.20, 5.17, 1.00, 0.00
6.40, 5.33, 1.00, 0.00
6.60, 5.50, 1.00, 0.00
6.80, 5.67, 1.00, 0.00
7.00, 5.83, 1.00, 0.00
7.20, 6.00, 1.00, 0.00
7.40, 6.17, 1.00, 0.00
7.60, 6.33, 1.00, 0.00
7.80, 6.50, 1.00, 0.00
8.00, 6.67, 1.00, 0.00
8.20, 6.83, 1.00, 0.00
8.40, 7.12, 1.12, 0.79
8.60, 7.25, 1.25, 0.79
8.80, 7.38, 1.38, 0.79
9.00, 7.67, 1.50, 0.00
9.20, 7.83, 1.50, 0.00
9.40, 8.12, 1.62, 0.79
9.60, 8.25, 1.75, 0.79
9.80, 8.38, 1.88, 0.79
10.00, 8.67, 2.00, 0.00
10.20, 8.83, 2.00, 0.00
10.40, 9.12, 2.12, 0.79
10.60, 9.25, 2.25, 0.79
10.80, 9.38, 2.38, 0.79
11.00, 9.67, 2.50, 0.00
11.20, 9.83, 2.50, 0.00
11.40, 10.00, 2.50, 0.00
11.60, 10.17, 2.50, 0.00
11.80, 10.33, 2.50, 0.00
12.00, 10.62, 2.62, 0.79
12.20, 10.75, 2.75, 0.79
12.40, 10.88, 2.88, 0.79
12.60, 11.17, 3.00, 0.00
12.80, 11.34, 3.00, 0.00
13.00, 11.51, 3.00, 0.00
13.20, 11.68, 3.00, 0.00
13.40, 11.85, 3.00, 0.00
13.60, 12.02, 3.00, 0.00
13.80, 12.19, 3.00, 0.00
14.00, 12.36, 3.00, 0.00
14.20, 12.53, 3.00, 0.00
14.40, 12.70, 3.00, 0.00
14.60, 12.87, 3.00, 0.00
14.80, 13.04, 3.00, 0.00
15.00, 13.21, 3.00, 0.00
15.20, 13.38, 3.00, 0.00
15.40, 13.55, 3.00, 0.00
15.60, 13.72, 3.00, 0.00
15.80, 13.89, 3.00, 0.00
16.00, 14.06, 3.00, 0.00
16.20, 14.23, 3.00, 0.00
16.40, 14.40, 3.00, 0.00
16.60, 14.57, 3.00, 0.00
16.80, 14.74, 3.00, 0.00
17.00, 14.91, 3.00, 0.00
17.20, 15.08, 3.00, 0.00
17.40, 15.25, 3.00, 0.00
17.60, 15.42, 3.00, 0.00
17.80, 15.59, 3.00, 0.00
18.00, 15.76, 3.00, 0.00
18.20, 15.93, 3.00, 0.00
18.40, 16.10, 3.00, 0.00
18.60, 16.27, 3.00, 0.00
18.80, 16.44, 3.00, 0.00
19.00, 16.61, 3.00, 0.00
19.20, 16.78, 3.00, 0.00
19.40, 16.95, 3.00, 0.00
19.60, 17.12, 3.00, 0.00
19.80, 17.29, 3.00, 0.00
20.00, 17.46, 3.00, 0.00
20.20, 17.63, 3.00, 0.00
20.40, 17.80, 3.00, 0.00
20.60, 17.97, 3.00, 0.00
20.80, 18.14, 3.00, 0.00
21.00, 18.31, 3.00, 0.00
21.20, 18.48, 3.00, 0.00
21.40, 18.65, 3.00, 0.00
21.60, 18.82, 3.00, 0.00
21.80, 18.99, 3.00, 0.00
22.00, 19.16, 3.00, 0.00
22.20, 19.33, 3.00, 0.00
22.40, 19.50, 3.00, 0.00
22.60, 19.67, 3.00, 0.00
22.80, 19.84, 3.00, 0.00
23.00, 20.01, 3.00, 0.00
23.20, 20.18, 3.00, 0.00
23.40, 20.35, 3.00, 0.00
23.60, 20.52, 3.00, 0.00
23.80, 20.69, 3.00, 0.00
24.00, 20.86, 3.00, 0.00
24.20, 21.03, 3.00, 0.00
24.40, 21.20, 3.00, 0.00
24.60, 21.37, 3.00, 0.00
24.80, 21.54, 3.00, 0.00
25.00, 21.71, 3.00, 0.00
25.20, 21.88, 3.00, 0.00
25.40, 22.05, 3.00, 0.00
25.60, 22.22, 3.00, 0.00
25.80, 22.39, 3.00, 0.00
26.00, 22.56, 3.00, 0.00
26.20, 22.73, 3.00, 0.00
26.40, 22.90, 3.00, 0.00
26.60, 23.07, 3.00, 0.00
26.80, 23.24, 3.00, 0.00
27.00, 23.41, 3.00, 0.00
27.20, 23.59, 3.00, 0.00
27.40, 23.76, 3.00, 0.00
27.60, 23.93, 3.00, 0.00
27.80, 24.10, 3.00, 0.00
28.00, 24.27, 3.00, 0.00
28.20, 24.44, 3.00, 0.00
28.40, 24.61, 3.00, 0.00
28.60, 24.78, 3.00, 0.00
28.80, 24.95, 3.00, 0.00
29.00, 25.12, 3.00, 0.00
29.20, 25.29, 3.00, 0.00
29.40, 25.46, 3.00, 0.00
29.60, 25.63, 3.00, 0.00
29.80, 25.80, 3.00, 0.00
30.00, 25.97, 3.00, 0.00
30.20, 26.14, 3.00, 0.00
30.40, 26.31, 3.00, 0.00
30.60, 26.48, 3.00, 0.00
30.80, 26.65, 3.00, 0.00
31.00, 26.82, 3.00, 0.00
31.20, 26.99, 3.00, 0.00
31.40, 27.16, 3.00, 0.00
31.60, 27.33, 3.00, 0.00
31.80, 27.50, 3.00, 0.00
32.00, 27.67, 3.00, 0.00
32.20, 27.84, 3.00, 0.00
32.40, 28.01, 3.00, 0.00
32.60, 28.18, 3.00, 0.00
32.80, 28.35, 3.00, 0.00
33.00, 28.52, 3.00, 0.00
33.20, 28.69, 3.00, 0.00
33.40, 28.86, 3.00, 0.00
33.60, 29.03, 3.00, 0.00
33.80, 29.20, 3.00, 0.00
34.00, 29.37, 3.00, 0.00
34.20, 29.54, 3.00, 0.00
34.40, 29.71, 3.00, 0.00
34.60, 29.88, 3.00, 0.00
34.80, 30.05, 3.00, 0.00
35.00, 30.22, 3.00, 0.00
35.20, 30.39, 3.00, 0.00
35.40, 30.56, 3.00, 0.00
35.60, 30.73, 3.00, 0.00
35.80, 30.90, 3.00, 0.00
36.00, 31.07, 3.00, 0.00
36.20, 31.24, 3.00, 0.00
36.40, 31.41, 3.00, 0.00
36.60, 31.58, 3.00, 0.00
36.80, 31.75, 3.00, 0.00
37.00, 31.92, 3.00, 0.00
37.20, 32.09, 3.00, 0.00
37.40, 32.26, 3.00, 0.00
37.60, 32.43, 3.00, 0.00
37.80, 32.60, 3.00, 0.00
38.00, 32.77, 3.00, 0.00
38.20, 32.94, 3.00, 0.00
38.40, 33.11, 3.00, 0.00
38.60, 33.28, 3.00, 0.00
38.80, 33.45, 3.00, 0.00
39.00, 33.62, 3.00, 0.00
39.20, 33.79, 3.00, 0.00
39.40, 33.96, 3.00, 0.00
39.60, 34.13, 3.00, 0.00
39.80, 34.30, 3.00, 0.00
40.00, 34.47, 3.00, 0.00
40.20, 34.64, 3.00, 0.00
40.40, 34.81, 3.00, 0.00
40.60, 34.98, 3.00, 0.00
40.80, 35.15, 3.00, 0.00
41.00, 35.32, 3.00, 0.00
41.20, 35.49, 3.00, 0.00
41.40, 35.66, 3.00, 0.00
41.60, 35.83, 3.00, 0.00
41.80, 36.12, 2.88, -0.79
42.00, 36.25, 2.75, -0.79
42.20, 36.38, 2.62, -0.79
42.40, 36.50, 2.33, -1.57
42.60, 36.50, 2.17, -1.57
42.80, 36.62, 1.88, -0.79
43.00, 36.75, 1.75, -0.79
43.20, 36.88, 1.62, -0.79
43.40, 37.00, 1.50, -0.79
43.60, 37.12, 1.38, -0.79
43.80, 37.25, 1.25, -0.79
44.00, 37.38, 1.12, -0.79
44.20, 37.50, 1.00, -0.79
44.40, 37.62, 0.88, -0.79
44.60, 37.75, 0.75, -0.79
44.80, 37.88, 0.62, -0.79
45.00, 38.00, 0.33, -1.57
45.20, 38.00, 0.16, -1.57
45.40, 38.00, -0.02, -1.57
45.60, 38.00, -0.19, -1.57
45.80, 38.00, -0.36, -1.57
46.00, 38.00, -0.53, -1.57
46.20, 38.00, -0.71, -1.57
46.40, 38.00, -0.88, -1.57
46.60, 38.00, -1.05, -1.57
46.80, 38.00, -1.22, -1.57
47.00, 38.00, -1.40, -1.57
47.20, 38.00, -1.57, -1.57
47.40, 38.00, -1.74, -1.57
47.60, 38.00, -1.91, -1.57
47.80, 38.00, -2.09, -1.57
48.00, 38.00, -2.26, -1.57
48.20, 38.00, -2.43, -1.57
48.40, 38.00, -2.60, -1.57
48.60, 38.00, -2.78, -1.57
48.80, 38.00, -2.95, -1.57
49.00, 38.00, -3.12, -1.57
49.20, 38.00, -3.29, -1.57
49.40, 38.00, -3.47, -1.57
49.60, 38.00, -3.64, -1.57
49.80, 38.00, -3.81, -1.57
50.00, 38.00, -3.98, -1.57
50.20, 38.00, -4.16, -1.57
50.40, 38.00, -4.33, -1.57
50.60, 38.17, -4.50, 0.00
50.80, 38.34, -4.50, 0.00
51.00, 38.51, -4.50, 0.00
51.20, 38.68, -4.50, 0.00
51.40, 38.85, -4.50, 0.00
51.60, 39.02, -4.50, 0.00
51.80, 39.20, -4.50, 0.00
52.00, 39.37, -4.50, 0.00
52.20, 39.54, -4.50, 0.00
52.40, 39.71, -4.50, 0.00
52.60, 39.88, -4.50, 0.00
52.80, 40.05, -4.50, 0.00
53.00, 40.22, -4.50, 0.00
53.20, 40.39, -4.50, 0.00
53.40, 40.56, -4.50, 0.00
53.60, 40.73, -4.50, 0.00
53.80, 40.90, -4.50, 0.00
54.00, 41.07, -4.50, 0.00
54.20, 41.24, -4.50, 0.00
54.40, 41.41, -4.50, 0.00
54.60, 41.59, -4.50, 0.00
54.80, 41.76, -4.50, 0.00
55.00, 41.93, -4.50, 0.00
55.20, 42.10, -4.50, 0.00
55.40, 42.27, -4.50, 0.00
55.60, 42.44, -4.50, 0.00
55.80, 42.61, -4.50, 0.00
56.00, 42.78, -4.50, 0.00
56.20, 42.95, -4.50, 0.00
56.40, 43.12, -4.50, 0.00
56.60, 43.29, -4.50, 0.00
56.80, 43.46, -4.50, 0.00
57.00, 43.63, -4.50, 0.00
57.20, 43.80, -4.50, 0.00
57.40, 43.98, -4.50, 0.00
57.60, 44.15, -4.50, 0.00
57.80, 44.32, -4.50, 0.00
58.00, 44.49, -4.50, 0.00
58.20, 44.66, -4.50, 0.00
58.40, 44.83, -4.50, 0.00
58.60, 45.00, -4.50, 0.00
58.80, 45.17, -4.50, 0.00
59.00, 45.34, -4.50, 0.00
59.20, 45.51, -4.50, 0.00
59.40, 45.68, -4.50, 0.00
59.60, 45.85, -4.50, 0.00
59.80, 46.02, -4.50, 0.00
60.00, 46.20, -4.50, 0.00
60.20, 46.37, -4.50, 0.00
60.40, 46.54, -4.50, 0.00
60.60, 46.71, -4.50, 0.00
60.80, 46.88, -4.50, 0.00
61.00, 47.05, -4.50, 0.00
61.20, 47.22, -4.50, 0.00
61.40, 47.39, -4.50, 0.00
61.60, 47.56, -4.50, 0.00
61.80, 47.73, -4.50, 0.00
62.00, 47.90, -4.50, 0.00
62.20, 48.07, -4.50, 0.00
62.40, 48.24, -4.50, 0.00
62.60, 48.41, -4.50, 0.00
62.80, 48.59, -4.50, 0.00
63.00, 48.76, -4.50, 0.00
63.20, 48.93, -4.50, 0.00
63.40, 49.10, -4.50, 0.00
63.60, 49.27, -4.50, 0.00
63.80, 49.44, -4.50, 0.00
64.00, 49.61, -4.50, 0.00
64.20, 49.78, -4.50, 0.00
64.40, 49.95, -4.50, 0.00
64.60, 50.12, -4.50, 0.00
64.80, 50.29, -4.50, 0.00
65.00, 50.46, -4.50, 0.00
65.20, 50.63, -4.50, 0.00
65.40, 50.80, -4.50, 0.00
65.60, 50.98, -4.50, 0.00
65.80, 51.15, -4.50, 0.00
66.00, 51.32, -4.50, 0.00
66.20, 51.49, -4.50, 0.00
66.40, 51.66, -4.50, 0.00
66.60, 51.83, -4.50, 0.00
66.80, 52.00, -4.33, 1.57
67.00, 52.00, -4.17, 1.57
67.20, 52.00, -4.00, 1.57
67.40, 52.00, -3.83, 1.57
67.60, 52.00, -3.67, 1.57
67.80, 52.12, -3.38, 0.79
68.00, 52.25, -3.25, 0.79
68.20, 52.38, -3.12, 0.79
68.40, 52.50, -2.83, 1.57
68.60, 52.50, -2.67, 1.57
68.80, 52.50, -2.50, 1.57
69.00, 52.50, -2.33, 1.57
69.20, 52.50, -2.17, 1.57
69.40, 52.62, -1.88, 0.79
69.60, 52.75, -1.75, 0.79
69.80, 52.88, -1.62, 0.79
70.00, 53.00, -1.33, 1.57
70.20, 53.00, -1.17, 1.57
70.40, 53.12, -0.88, 0.79
70.60, 53.25, -0.75, 0.79
70.80, 53.38, -0.62, 0.79
71.00, 53.50, -0.33, 1.57
71.20, 53.50, -0.17, 1.57
71.40, 53.62, 0.12, 0.79
71.60, 53.75, 0.25, 0.79
71.80, 53.88, 0.38, 0.79
72.00, 54.00, 0.67, 1.57
72.20, 54.00, 0.83, 1.57
72.40, 54.12, 1.12, 0.79
72.60, 54.25, 1.25, 0.79
72.80, 54.38, 1.38, 0.79
73.00, 54.50, 1.67, 1.57
73.20, 54.50, 1.83, 1.57
73.40, 54.50, 2.00, 1.57
73.60, 54.50, 2.17, 1.57
73.80, 54.50, 2.33, 1.57
74.00, 54.62, 2.62, 0.79
74.20, 54.75, 2.75, 0.79
74.40, 54.88, 2.88, 0.79
74.60, 55.17, 3.00, 0.00
74.80, 55.34, 3.00, 0.00
75.00, 55.51, 3.00, 0.00
75.20, 55.68, 3.00, 0.00
75.40, 55.85, 3.00, 0.00
75.60, 56.02, 3.00, 0.00
75.80, 56.19, 3.00, 0.00
76.00, 56.36, 3.00, 0.00
76.20, 56.53, 3.00, 0.00
76.40, 56.70, 3.00, 0.00
76.60, 56.87, 3.00, 0.00
76.80, 57.04, 3.00, 0.00
77.00, 57.21, 3.00, 0.00
77.20, 57.38, 3.00, 0.00
77.40, 57.55, 3.00, 0.00
77.60, 57.72, 3.00, 0.00
77.80, 57.89, 3.00, 0.00
78.00, 58.06, 3.00, 0.00
78.20, 58.23, 3.00, 0.00
78.40, 58.40, 3.00, 0.00
78.60, 58.57, 3.00, 0.00
78.80, 58.74, 3.00, 0.00
79.00, 58.91, 3.00, 0.00
79.20, 59.08, 3.00, 0.00
79.40, 59.25, 3.00, 0.00
79.60, 59.42, 3.00, 0.00
79.80, 59.59, 3.00, 0.00
80.00, 59.76, 3.00, 0.00
80.20, 59.93, 3.00, 0.00
80.40, 60.10, 3.00, 0.00
80.60, 60.27, 3.00, 0.00
80.80, 60.44, 3.00, 0.00
81.00, 60.61, 3.00, 0.00
81.20, 60.78, 3.00, 0.00
81.40, 60.95, 3.00, 0.00
81.60, 61.12, 3.00, 0.00
81.80, 61.29, 3.00, 0.00
82.00, 61.46, 3.00, 0.00
82.20, 61.63, 3.00, 0.00
82.40, 61.80, 3.00, 0.00
82.60, 61.97, 3.00, 0.00
82.80, 62.14, 3.00, 0.00
83.00, 62.31, 3.00, 0.00
83.20, 62.48, 3.00, 0.00
83.40, 62.65, 3.00, 0.00
83.60, 62.82, 3.00, 0.00
83.80, 62.99, 3.00, 0.00
84.00, 63.16, 3.00, 0.00
84.20, 63.33, 3.00, 0.00
84.40, 63.50, 3.00, 0.00
84.60, 63.67, 3.00, 0.00
84.80, 63.84, 3.00, 0.00
85.00, 64.01, 3.00, 0.00
85.20, 64.18, 3.00, 0.00
85.40, 64.35, 3.00, 0.00
85.60, 64.52, 3.00, 0.00
85.80, 64.69, 3.00, 0.00
86.00, 64.86, 3.00, 0.00
86.20, 65.03, 3.00, 0.00
86.40, 65.20, 3.00, 0.00
86.60, 65.37, 3.00, 0.00
86.80, 65.54, 3.00, 0.00
87.00, 65.71, 3.00, 0.00
87.20, 65.88, 3.00, 0.00
87.40, 66.05, 3.00, 0.00
87.60, 66.22, 3.00, 0.00
87.80, 66.39, 3.00, 0.00
88.00, 66.56, 3.00, 0.00
88.20, 66.73, 3.00, 0.00
88.40, 66.90, 3.00, 0.00
88.60, 67.07, 3.00, 0.00
88.80, 67.24, 3.00, 0.00
89.00, 67.41, 3.00, 0.00
89.20, 67.59, 3.00, 0.00
89.40, 67.76, 3.00, 0.00
89.60, 67.93, 3.00, 0.00
89.80, 68.10, 3.00, 0.00
90.00, 68.27, 3.00, 0.00
90.20, 68.44, 3.00, 0.00
90.40, 68.61, 3.00, 0.00
90.60, 68.78, 3.00, 0.00
90.80, 68.95, 3.00, 0.00
91.00, 69.12, 3.00, 0.00
91.20, 69.29, 3.00, 0.00
91.40, 69.46, 3.00, 0.00
91.60, 69.63, 3.00, 0.00
91.80, 69.80, 3.00, 0.00
92.00, 69.97, 3.00, 0.00
92.20, 70.14, 3.00, 0.00
92.40, 70.31, 3.00, 0.00
92.60, 70.48, 3.00, 0.00
92.80, 70.65, 3.00, 0.00
93.00, 70.82, 3.00, 0.00
93.20, 70.99, 3.00, 0.00
93.40, 71.16, 3.00, 0.00
93.60, 71.33, 3.00, 0.00
93.80, 71.50, 3.00, 0.00
94.00, 71.67, 3.00, 0.00
94.20, 71.84, 3.00, 0.00
94.40, 72.01, 3.00, 0.00
94.60, 72.18, 3.00, 0.00
94.80, 72.35, 3.00, 0.00
95.00, 72.52, 3.00, 0.00
95.20, 72.69, 3.00, 0.00
95.40, 72.86, 3.00, 0.00
95.60, 73.03, 3.00, 0.00
95.80, 73.20, 3.00, 0.00
96.00, 73.37, 3.00, 0.00
96.20, 73.54, 3.00, 0.00
96.40, 73.71, 3.00, 0.00
96.60, 73.88, 3.00, 0.00
96.80, 74.05, 3.00, 0.00
97.00, 74.22, 3.00, 0.00
97.20, 74.39, 3.00, 0.00
97.40, 74.56, 3.00, 0.00
97.60, 74.73, 3.00, 0.00
97.80, 74.90, 3.00, 0.00
98.00, 75.07, 3.00, 0.00
98.20, 75.24, 3.00, 0.00
98.40, 75.41, 3.00, 0.00
98.60, 75.58, 3.00, 0.00
98.80, 75.75, 3.00, 0.00
99.00, 75.92, 3.00, 0.00
99.20, 76.09, 3.00, 0.00
99.40, 76.26, 3.00, 0.00
99.60, 76.43, 3.00, 0.00
99.80, 76.60, 3.00, 0.00
100.00, 76.77, 3.00, 0.00
100.20, 76.94, 3.00, 0.00
100.40, 77.11, 3.00, 0.00
100.60, 77.28, 3.00, 0.00
100.80, 77.45, 3.00, 0.00
101.00, 77.62, 3.00, 0.00
101.20, 77.79, 3.00, 0.00
101.40, 77.96, 3.00, 0.00
101.60, 78.13, 3.00, 0.00
101.80, 78.30, 3.00, 0.00
102.00, 78.47, 3.00, 0.00
102.20, 78.64, 3.00, 0.00
102.40, 78.81, 3.00, 0.00
102.60, 78.98, 3.00, 0.00
102.80, 79.15, 3.00, 0.00
103.00, 79.32, 3.00, 0.00
103.20, 79.49, 3.00, 0.00
103.40, 79.66, 3.00, 0.00
103.60, 79.83, 3.00, 0.00
103.80, 80.12, 2.88, -0.79
104.00, 80.25, 2.75, -0.79
104.20, 80.38, 2.62, -0.79
104.40, 80.50, 2.50, -0.79
104.60, 80.62, 2.38, -0.79
104.80, 80.75, 2.25, -0.79
105.00, 80.88, 2.12, -0.79
105.20, 81.17, 2.00, 0.00
105.40, 81.33, 2.00, 0.00
105.60, 81.50, 2.00, 0.00
105.80, 81.67, 2.00, 0.00
106.00, 81.83, 2.00, 0.00
106.20, 82.00, 2.00, 0.00
106.40, 82.17, 2.00, 0.00
106.60, 82.33, 2.00, 0.00
106.80, 82.50, 2.00, 0.00
107.00, 82.67, 2.00, 0.00
107.20, 82.83, 2.00, 0.00
107.40, 83.00, 2.00, 0.00
107.60, 83.17, 2.00, 0.00
107.80, 83.33, 2.00, 0.00
108.00, 83.50, 2.00, 0.00
108.20, 83.67, 2.00, 0.00
108.40, 83.83, 2.00, 0.00
108.60, 84.00, 2.00, 0.00
108.80, 84.17, 2.00, 0.00
109.00, 84.33, 2.00, 0.00
109.20, 84.62, 1.88, -0.79
109.40, 84.75, 1.75, -0.79
109.60, 84.88, 1.62, -0.79
109.80, 85.17, 1.50, 0.00
110.00, 85.33, 1.50, 0.00
110.20, 85.50, 1.50, 0.00
110.40, 85.67, 1.50, 0.00
110.60, 85.83, 1.50, 0.00
110.80, 86.00, 1.50, 0.00
111.00, 86.17, 1.50, 0.00
111.20, 86.33, 1.50, 0.00
111.40, 86.50, 1.50, 0.00
111.60, 86.67, 1.50, 0.00
111.80, 86.83, 1.50, 0.00
112.00, 87.12, 1.38, -0.79
112.20, 87.25, 1.25, -0.79
112.40, 87.38, 1.12, -0.79
112.60, 87.67, 1.00, 0.00
112.80, 87.83, 1.00, 0.00
113.00, 88.12, 0.88, -0.79
113.20, 88.25, 0.75, -0.79
113.40, 88.38, 0.62, -0.79
113.60, 88.67, 0.50, 0.00
113.80, 88.83, 0.50, 0.00
114.00, 89.12, 0.38, -0.79
114.20, 89.25, 0.25, -0.79
114.40, 89.38, 0.12, -0.79
114.60, 89.67, 0.00, 0.00
114.80, 89.83, 0.00, 0.00
115.00, 90.00, 0.17, 1.57
115.20, 90.00, 0.34, 1.57
115.40, 90.00, 0.51, 1.57
115.60, 90.00, 0.68, 1.57
115.80, 90.00, 0.85, 1.57
116.00, 90.00, 1.02, 1.57
116.20, 90.00, 1.19, 1.57
116.40, 90.00, 1.36, 1.57
116.60, 90.00, 1.53, 1.57
116.80, 90.00, 1.70, 1.57
117.00, 90.00, 1.87, 1.57
117.20, 90.00, 2.04, 1.57
117.40, 90.00, 2.21, 1.57
117.60, 90.00, 2.38, 1.57
117.80, 90.00, 2.55, 1.57
118.00, 90.00, 2.72, 1.57
118.20, 90.00, 2.89, 1.57
118.40, 90.00, 3.06, 1.57
118.60, 90.00, 3.23, 1.57
118.80, 90.00, 3.40, 1.57
119.00, 90.00, 3.57, 1.57
119.20, 90.00, 3.74, 1.57
119.40, 90.00, 3.91, 1.57
119.60, 90.00, 4.08, 1.57
119.80, 90.00, 4.25, 1.57
120.00, 90.00, 4.42, 1.57
120.20, 90.00, 4.59, 1.57
120.40, 90.00, 4.76, 1.57
120.60, 90.00, 4.93, 1.57
120.80, 90.00, 5.10, 1.57
121.00, 90.00, 5.27, 1.57
121.20, 90.00, 5.45, 1.57
121.40, 90.00, 5.62, 1.57
121.60, 90.00, 5.79, 1.57
121.80, 90.00, 5.96, 1.57
122.00, 90.00, 6.13, 1.57
122.20, 90.00, 6.30, 1.57
122.40, 90.00, 6.47, 1.57
122.60, 90.00, 6.64, 1.57
122.80, 90.00, 6.81, 1.57
123.00, 90.00, 6.98, 1.57
123.20, 90.00, 7.15, 1.57
123.40, 90.00, 7.32, 1.57
123.60, 90.00, 7.49, 1.57
123.80, 90.00, 7.66, 1.57
124.00, 90.00, 7.83, 1.57
124.20, 90.00, 8.00, 1.57
124.40, 90.00, 8.17, 1.57
124.60, 90.00, 8.34, 1.57
124.80, 90.00, 8.51, 1.57
125.00, 90.00, 8.68, 1.57
125.20, 90.00, 8.85, 1.57
125.40, 90.00, 9.02, 1.57
125.60, 90.00, 9.19, 1.57
125.80, 90.00, 9.36, 1.57
126.00, 90.00, 9.53, 1.57
126.20, 90.00, 9.70, 1.57
126.40, 90.00, 9.87, 1.57
126.60, 90.00, 10.04, 1.57
126.80, 90.00, 10.21, 1.57
127.00, 90.00, 10.38, 1.57
127.20, 90.00, 10.55, 1.57
127.40, 90.00, 10.72, 1.57
127.60, 90.00, 10.89, 1.57
127.80, 90.00, 11.06, 1.57
128.00, 90.00, 11.23, 1.57
128.20, 90.00, 11.40, 1.57
128.40, 90.00, 11.57, 1.57
128.60, 90.00, 11.74, 1.57
128.80, 90.00, 11.91, 1.57
129.00, 90.00, 12.08, 1.57
129.20, 90.00, 12.25, 1.57
129.40, 90.00, 12.42, 1.57
129.60, 90.00, 12.59, 1.57
129.80, 90.00, 12.76, 1.57
130.00, 90.00, 12.93, 1.57
130.20, 90.00, 13.10, 1.57
130.40, 90.00, 13.27, 1.57
130.60, 90.00, 13.44, 1.57
130.80, 90.00, 13.61, 1.57
131.00, 90.00, 13.78, 1.57
131.20, 90.00, 13.95, 1.57
131.40, 90.00, 14.12, 1.57
131.60, 90.00, 14.29, 1.57
131.80, 90.00, 14.46, 1.57
132.00, 90.00, 14.63, 1.57
132.20, 90.00, 14.80, 1.57
132.40, 90.00, 14.97, 1.57
132.60, 90.00, 15.14, 1.57
132.80, 90.00, 15.31, 1.57
133.00, 90.00, 15.48, 1.57
133.20, 90.00, 15.65, 1.57
133.40, 90.00, 15.82, 1.57
133.60, 90.00, 15.99, 1.57
133.80, 90.00, 16.16, 1.57
134.00, 90.00, 16.34, 1.57
134.20, 90.00, 16.51, 1.57
134.40, 90.00, 16.68, 1.57
134.60, 90.00, 16.85, 1.57
134.80, 90.00, 17.02, 1.57
135.00, 90.00, 17.19, 1.57
135.20, 90.00, 17.36, 1.57
135.40, 90.00, 17.53, 1.57
135.60, 90.00, 17.70, 1.57
135.80, 90.00, 17.87, 1.57
136.00, 90.00, 18.04, 1.57
136.20, 90.00, 18.21, 1.57
136.40, 90.00, 18.38, 1.57
136.60, 90.00, 18.55, 1.57
136.80, 90.00, 18.72, 1.57
137.00, 90.00, 18.89, 1.57
137.20, 90.00, 19.06, 1.57
137.40, 90.00, 19.23, 1.57
137.60, 90.00, 19.40, 1.57
137.80, 90.00, 19.57, 1.57
138.00, 90.00, 19.74, 1.57
138.20, 90.00, 19.91, 1.57
138.40, 90.00, 20.08, 1.57
138.60, 90.00, 20.25, 1.57
138.80, 90.00, 20.42, 1.57
139.00, 90.00, 20.59, 1.57
139.20, 90.00, 20.76, 1.57
139.40, 90.00, 20.93, 1.57
139.60, 90.00, 21.10, 1.57
139.80, 90.00, 21.27, 1.57
140.00, 90.00, 21.44, 1.57
140.20, 90.00, 21.61, 1.57
140.40, 90.00, 21.78, 1.57
140.60, 90.00, 21.95, 1.57
140.80, 90.00, 22.12, 1.57
141.00, 90.00, 22.29, 1.57
141.20, 90.00, 22.46, 1.57
141.40, 90.00, 22.63, 1.57
141.60, 90.00, 22.80, 1.57
141.80, 90.00, 22.97, 1.57
142.00, 90.00, 23.14, 1.57
142.20, 90.00, 23.31, 1.57
142.40, 90.00, 23.48, 1.57
142.60, 90.00, 23.65, 1.57
142.80, 90.00, 23.82, 1.57
143.00, 90.00, 23.99, 1.57
143.20, 90.00, 24.16, 1.57
143.40, 90.00, 24.33, 1.57
143.60, 90.00, 24.50, 1.57
143.80, 90.00, 24.67, 1.57
144.00, 90.00, 24.84, 1.57
144.20, 90.00, 25.01, 1.57
144.40, 90.00, 25.18, 1.57
144.60, 90.00, 25.35, 1.57
144.80, 90.00, 25.52, 1.57
145.00, 90.00, 25.69, 1.57
145.20, 90.00, 25.86, 1.57
145.40, 90.00, 26.03, 1.57
145.60, 90.00, 26.20, 1.57
145.80, 90.00, 26.37, 1.57
146.00, 90.00, 26.54, 1.57
146.20, 90.00, 26.71, 1.57
146.40, 90.00, 26.88, 1.57
146.60, 90.00, 27.05, 1.57
146.80, 90.00, 27.23, 1.57
