# Tiempo(s), X(m), Y(m), Z(m)
0.00, 5.00, 5.00, 0.30
0.20, 5.17, 5.00, 0.30
0.40, 5.33, 5.00, 0.30
0.60, 5.50, 5.00, 0.30
0.80, 5.67, 5.00, 0.30
1.00, 5.83, 5.00, 0.30
1.20, 6.00, 5.00, 0.30
1.40, 6.17, 5.00, 0.30
1.60, 6.33, 5.00, 0.30
1.80, 6.50, 5.00, 0.30
2.00, 6.67, 5.00, 0.30
2.20, 6.83, 5.00, 0.30
2.40, 7.00, 5.00, 0.30
2.60, 7.17, 5.00, 0.30
2.80, 7.33, 5.00, 0.30
3.00, 7.50, 5.00, 0.30
3.20, 7.67, 5.00, 0.30
3.40, 7.83, 5.00, 0.30
3.60, 8.12, 5.12, 0.30
3.80, 8.25, 5.25, 0.30
4.00, 8.38, 5.38, 0.30
4.20, 8.50, 5.50, 0.30
4.40, 8.62, 5.62, 0.30
4.60, 8.75, 5.75, 0.30
4.80, 8.88, 5.88, 0.30
5.00, 9.17, 6.00, 0.30
5.20, 9.33, 6.00, 0.30
5.40, 9.50, 6.00, 0.30
5.60, 9.67, 6.00, 0.30
5.80, 9.83, 6.00, 0.30
6.00, 10.00, 6.00, 0.30
6.20, 10.17, 6.00, 0.30
6.40, 10.33, 6.00, 0.30
6.60, 10.50, 6.00, 0.30
6.80, 10.67, 6.00, 0.30
7.00, 10.83, 6.00, 0.30
7.20, 11.00, 6.00, 0.30
7.40, 11.17, 6.00, 0.30
7.60, 11.33, 6.00, 0.30
7.80, 11.50, 6.00, 0.30
8.00, 11.67, 6.00, 0.30
8.20, 11.83, 6.00, 0.30
8.40, 12.12, 6.12, 0.30
8.60, 12.25, 6.25, 0.30
8.80, 12.38, 6.38, 0.30
9.00, 12.67, 6.50, 0.30
9.20, 12.83, 6.50, 0.30
9.40, 13.12, 6.62, 0.30
9.60, 13.25, 6.75, 0.30
9.80, 13.38, 6.88, 0.30
10.00, 13.67, 7.00, 0.30
10.20, 13.83, 7.00, 0.30
10.40, 14.12, 7.12, 0.30
10.60, 14.25, 7.25, 0.30
10.80, 14.38, 7.38, 0.30
11.00, 14.67, 7.50, 0.30
11.20, 14.83, 7.50, 0.30
11.40, 15.00, 7.50, 0.30
11.60, 15.17, 7.50, 0.30
11.80, 15.33, 7.50, 0.30
12.00, 15.62, 7.62, 0.30
12.20, 15.75, 7.75, 0.30
12.40, 15.88, 7.88, 0.30
12.60, 16.17, 8.00, 0.30
12.80, 16.34, 8.00, 0.30
13.00, 16.51, 8.00, 0.30
13.20, 16.68, 8.00, 0.30
13.40, 16.85, 8.00, 0.30
13.60, 17.02, 8.00, 0.30
13.80, 17.19, 8.00, 0.30
14.00, 17.36, 8.00, 0.30
14.20, 17.53, 8.00, 0.30
14.40, 17.70, 8.00, 0.30
14.60, 17.87, 8.00, 0.30
14.80, 18.04, 8.00, 0.30
15.00, 18.21, 8.00, 0.30
15.20, 18.38, 8.00, 0.30
15.40, 18.55, 8.00, 0.30
15.60, 18.72, 8.00, 0.30
15.80, 18.89, 8.00, 0.30
16.00, 19.06, 8.00, 0.30
16.20, 19.23, 8.00, 0.30
16.40, 19.40, 8.00, 0.30
16.60, 19.57, 8.00, 0.30
16.80, 19.74, 8.00, 0.30
17.00, 19.91, 8.00, 0.30
17.20, 20.08, 8.00, 0.30
17.40, 20.25, 8.00, 0.30
17.60, 20.42, 8.00, 0.30
17.80, 20.59, 8.00, 0.30
18.00, 20.76, 8.00, 0.30
18.20, 20.93, 8.00, 0.30
18.40, 21.10, 8.00, 0.30
18.60, 21.27, 8.00, 0.30
18.80, 21.44, 8.00, 0.30
19.00, 21.61, 8.00, 0.30
19.20, 21.78, 8.00, 0.30
19.40, 21.95, 8.00, 0.30
19.60, 22.12, 8.00, 0.30
19.80, 22.29, 8.00, 0.30
20.00, 22.46, 8.00, 0.30
20.20, 22.63, 8.00, 0.30
20.40, 22.80, 8.00, 0.30
20.60, 22.97, 8.00, 0.30
20.80, 23.14, 8.00, 0.30
21.00, 23.31, 8.00, 0.30
21.20, 23.48, 8.00, 0.30
21.40, 23.65, 8.00, 0.30
21.60, 23.82, 8.00, 0.30
21.80, 23.99, 8.00, 0.30
22.00, 24.16, 8.00, 0.30
22.20, 24.33, 8.00, 0.30
22.40, 24.50, 8.00, 0.30
22.60, 24.67, 8.00, 0.30
22.80, 24.84, 8.00, 0.30
23.00, 25.01, 8.00, 0.30
23.20, 25.18, 8.00, 0.30
23.40, 25.35, 8.00, 0.30
23.60, 25.52, 8.00, 0.30
23.80, 25.69, 8.00, 0.30
24.00, 25.86, 8.00, 0.30
24.20, 26.03, 8.00, 0.30
24.40, 26.20, 8.00, 0.30
24.60, 26.37, 8.00, 0.30
24.80, 26.54, 8.00, 0.30
25.00, 26.71, 8.00, 0.30
25.20, 26.88, 8.00, 0.30
25.40, 27.05, 8.00, 0.30
25.60, 27.22, 8.00, 0.30
25.80, 27.39, 8.00, 0.30
26.00, 27.56, 8.00, 0.30
26.20, 27.73, 8.00, 0.30
26.40, 27.90, 8.00, 0.30
26.60, 28.07, 8.00, 0.30
26.80, 28.24, 8.00, 0.30
27.00, 28.41, 8.00, 0.30
27.20, 28.59, 8.00, 0.30
27.40, 28.76, 8.00, 0.30
27.60, 28.93, 8.00, 0.30
27.80, 29.10, 8.00, 0.30
28.00, 29.27, 8.00, 0.30
28.20, 29.44, 8.00, 0.30
28.40, 29.61, 8.00, 0.30
28.60, 29.78, 8.00, 0.30
28.80, 29.95, 8.00, 0.30
29.00, 30.12, 8.00, 0.30
29.20, 30.29, 8.00, 0.30
29.40, 30.46, 8.00, 0.30
29.60, 30.63, 8.00, 0.30
29.80, 30.80, 8.00, 0.30
30.00, 30.97, 8.00, 0.30
30.20, 31.14, 8.00, 0.30
30.40, 31.31, 8.00, 0.30
30.60, 31.48, 8.00, 0.30
30.80, 31.65, 8.00, 0.30
31.00, 31.82, 8.00, 0.30
31.20, 31.99, 8.00, 0.30
31.40, 32.16, 8.00, 0.30
31.60, 32.33, 8.00, 0.30
31.80, 32.50, 8.00, 0.30
32.00, 32.67, 8.00, 0.30
32.20, 32.84, 8.00, 0.30
32.40, 33.01, 8.00, 0.30
32.60, 33.18, 8.00, 0.30
32.80, 33.35, 8.00, 0.30
33.00, 33.52, 8.00, 0.30
33.20, 33.69, 8.00, 0.30
33.40, 33.86, 8.00, 0.30
33.60, 34.03, 8.00, 0.30
33.80, 34.20, 8.00, 0.30
34.00, 34.37, 8.00, 0.30
34.20, 34.54, 8.00, 0.30
34.40, 34.71, 8.00, 0.30
34.60, 34.88, 8.00, 0.30
34.80, 35.05, 8.00, 0.30
35.00, 35.22, 8.00, 0.30
35.20, 35.39, 8.00, 0.30
35.40, 35.56, 8.00, 0.30
35.60, 35.73, 8.00, 0.30
35.80, 35.90, 8.00, 0.30
36.00, 36.07, 8.00, 0.30
36.20, 36.24, 8.00, 0.30
36.40, 36.41, 8.00, 0.30
36.60, 36.58, 8.00, 0.30
36.80, 36.75, 8.00, 0.30
37.00, 36.92, 8.00, 0.30
37.20, 37.09, 8.00, 0.30
37.40, 37.26, 8.00, 0.30
37.60, 37.43, 8.00, 0.30
37.80, 37.60, 8.00, 0.30
38.00, 37.77, 8.00, 0.30
38.20, 37.94, 8.00, 0.30
38.40, 38.11, 8.00, 0.30
38.60, 38.28, 8.00, 0.30
38.80, 38.45, 8.00, 0.30
39.00, 38.62, 8.00, 0.30
39.20, 38.79, 8.00, 0.30
39.40, 38.96, 8.00, 0.30
39.60, 39.13, 8.00, 0.30
39.80, 39.30, 8.00, 0.30
40.00, 39.47, 8.00, 0.30
40.20, 39.64, 8.00, 0.30
40.40, 39.81, 8.00, 0.30
40.60, 39.98, 8.00, 0.30
40.80, 40.15, 8.00, 0.30
41.00, 40.32, 8.00, 0.30
41.20, 40.49, 8.00, 0.30
41.40, 40.66, 8.00, 0.30
41.60, 40.83, 8.00, 0.30
41.80, 41.12, 7.88, 0.30
42.00, 41.25, 7.75, 0.30
42.20, 41.38, 7.62, 0.30
42.40, 41.50, 7.33, 0.30
42.60, 41.50, 7.17, 0.30
42.80, 41.62, 6.88, 0.30
43.00, 41.75, 6.75, 0.30
43.20, 41.88, 6.62, 0.30
43.40, 42.00, 6.50, 0.30
43.60, 42.12, 6.38, 0.30
43.80, 42.25, 6.25, 0.30
44.00, 42.38, 6.12, 0.30
44.20, 42.50, 6.00, 0.30
44.40, 42.62, 5.88, 0.30
44.60, 42.75, 5.75, 0.30
44.80, 42.88, 5.62, 0.30
45.00, 43.00, 5.33, 0.30
45.20, 43.00, 5.16, 0.30
45.40, 43.00, 4.98, 0.30
45.60, 43.00, 4.81, 0.30
45.80, 43.00, 4.64, 0.30
46.00, 43.00, 4.47, 0.30
46.20, 43.00, 4.29, 0.30
46.40, 43.00, 4.12, 0.30
46.60, 43.00, 3.95, 0.30
46.80, 43.00, 3.78, 0.30
47.00, 43.00, 3.60, 0.30
47.20, 43.00, 3.43, 0.30
47.40, 43.00, 3.26, 0.30
47.60, 43.00, 3.09, 0.30
47.80, 43.00, 2.91, 0.30
48.00, 43.00, 2.74, 0.30
48.20, 43.00, 2.57, 0.30
48.40, 43.00, 2.40, 0.30
48.60, 43.00, 2.22, 0.30
48.80, 43.00, 2.05, 0.30
49.00, 43.00, 1.88, 0.30
49.20, 43.00, 1.71, 0.30
49.40, 43.00, 1.53, 0.30
49.60, 43.00, 1.36, 0.30
49.80, 43.00, 1.19, 0.30
50.00, 43.00, 1.02, 0.30
50.20, 43.00, 0.84, 0.30
50.40, 43.00, 0.67, 0.30
50.60, 43.17, 0.50, 0.30
50.80, 43.34, 0.50, 0.30
51.00, 43.51, 0.50, 0.30
51.20, 43.68, 0.50, 0.30
51.40, 43.85, 0.50, 0.30
51.60, 44.02, 0.50, 0.30
51.80, 44.20, 0.50, 0.30
52.00, 44.37, 0.50, 0.30
52.20, 44.54, 0.50, 0.30
52.40, 44.71, 0.50, 0.30
52.60, 44.88, 0.50, 0.30
52.80, 45.05, 0.50, 0.30
53.00, 45.22, 0.50, 0.30
53.20, 45.39, 0.50, 0.30
53.40, 45.56, 0.50, 0.30
53.60, 45.73, 0.50, 0.30
53.80, 45.90, 0.50, 0.30
54.00, 46.07, 0.50, 0.30
54.20, 46.24, 0.50, 0.30
54.40, 46.41, 0.50, 0.30
54.60, 46.59, 0.50, 0.30
54.80, 46.76, 0.50, 0.30
55.00, 46.93, 0.50, 0.30
55.20, 47.10, 0.50, 0.30
55.40, 47.27, 0.50, 0.30
55.60, 47.44, 0.50, 0.30
55.80, 47.61, 0.50, 0.30
56.00, 47.78, 0.50, 0.30
56.20, 47.95, 0.50, 0.30
56.40, 48.12, 0.50, 0.30
56.60, 48.29, 0.50, 0.30
56.80, 48.46, 0.50, 0.30
57.00, 48.63, 0.50, 0.30
57.20, 48.80, 0.50, 0.30
57.40, 48.98, 0.50, 0.30
57.60, 49.15, 0.50, 0.30
57.80, 49.32, 0.50, 0.30
58.00, 49.49, 0.50, 0.30
58.20, 49.66, 0.50, 0.30
58.40, 49.83, 0.50, 0.30
58.60, 50.00, 0.50, 0.30
58.80, 50.17, 0.50, 0.30
59.00, 50.34, 0.50, 0.30
59.20, 50.51, 0.50, 0.30
59.40, 50.68, 0.50, 0.30
59.60, 50.85, 0.50, 0.30
59.80, 51.02, 0.50, 0.30
60.00, 51.20, 0.50, 0.30
60.20, 51.37, 0.50, 0.30
60.40, 51.54, 0.50, 0.30
60.60, 51.71, 0.50, 0.30
60.80, 51.88, 0.50, 0.30
61.00, 52.05, 0.50, 0.30
61.20, 52.22, 0.50, 0.30
61.40, 52.39, 0.50, 0.30
61.60, 52.56, 0.50, 0.30
61.80, 52.73, 0.50, 0.30
62.00, 52.90, 0.50, 0.30
62.20, 53.07, 0.50, 0.30
62.40, 53.24, 0.50, 0.30
62.60, 53.41, 0.50, 0.30
62.80, 53.59, 0.50, 0.30
63.00, 53.76, 0.50, 0.30
63.20, 53.93, 0.50, 0.30
63.40, 54.10, 0.50, 0.30
63.60, 54.27, 0.50, 0.30
63.80, 54.44, 0.50, 0.30
64.00, 54.61, 0.50, 0.30
64.20, 54.78, 0.50, 0.30
64.40, 54.95, 0.50, 0.30
64.60, 55.12, 0.50, 0.30
64.80, 55.29, 0.50, 0.30
65.00, 55.46, 0.50, 0.30
65.20, 55.63, 0.50, 0.30
65.40, 55.80, 0.50, 0.30
65.60, 55.98, 0.50, 0.30
65.80, 56.15, 0.50, 0.30
66.00, 56.32, 0.50, 0.30
66.20, 56.49, 0.50, 0.30
66.40, 56.66, 0.50, 0.30
66.60, 56.83, 0.50, 0.30
66.80, 57.00, 0.67, 0.30
67.00, 57.00, 0.83, 0.30
67.20, 57.00, 1.00, 0.30
67.40, 57.00, 1.17, 0.30
67.60, 57.00, 1.33, 0.30
67.80, 57.12, 1.62, 0.30
68.00, 57.25, 1.75, 0.30
68.20, 57.38, 1.88, 0.30
68.40, 57.50, 2.17, 0.30
68.60, 57.50, 2.33, 0.30
68.80, 57.50, 2.50, 0.30
69.00, 57.50, 2.67, 0.30
69.20, 57.50, 2.83, 0.30
69.40, 57.62, 3.12, 0.30
69.60, 57.75, 3.25, 0.30
69.80, 57.88, 3.38, 0.30
70.00, 58.00, 3.67, 0.30
70.20, 58.00, 3.83, 0.30
70.40, 58.12, 4.12, 0.30
70.60, 58.25, 4.25, 0.30
70.80, 58.38, 4.38, 0.30
71.00, 58.50, 4.67, 0.30
71.20, 58.50, 4.83, 0.30
71.40, 58.62, 5.12, 0.30
71.60, 58.75, 5.25, 0.30
71.80, 58.88, 5.38, 0.30
72.00, 59.00, 5.67, 0.30
72.20, 59.00, 5.83, 0.30
72.40, 59.12, 6.12, 0.30
72.60, 59.25, 6.25, 0.30
72.80, 59.38, 6.38, 0.30
73.00, 59.50, 6.67, 0.30
73.20, 59.50, 6.83, 0.30
73.40, 59.50, 7.00, 0.30
73.60, 59.50, 7.17, 0.30
73.80, 59.50, 7.33, 0.30
74.00, 59.62, 7.62, 0.30
74.20, 59.75, 7.75, 0.30
74.40, 59.88, 7.88, 0.30
74.60, 60.17, 8.00, 0.30
74.80, 60.34, 8.00, 0.30
75.00, 60.51, 8.00, 0.30
75.20, 60.68, 8.00, 0.30
75.40, 60.85, 8.00, 0.30
75.60, 61.02, 8.00, 0.30
75.80, 61.19, 8.00, 0.30
76.00, 61.36, 8.00, 0.30
76.20, 61.53, 8.00, 0.30
76.40, 61.70, 8.00, 0.30
76.60, 61.87, 8.00, 0.30
76.80, 62.04, 8.00, 0.30
77.00, 62.21, 8.00, 0.30
77.20, 62.38, 8.00, 0.30
77.40, 62.55, 8.00, 0.30
77.60, 62.72, 8.00, 0.30
77.80, 62.89, 8.00, 0.30
78.00, 63.06, 8.00, 0.30
78.20, 63.23, 8.00, 0.30
78.40, 63.40, 8.00, 0.30
78.60, 63.57, 8.00, 0.30
78.80, 63.74, 8.00, 0.30
79.00, 63.91, 8.00, 0.30
79.20, 64.08, 8.00, 0.30
79.40, 64.25, 8.00, 0.30
79.60, 64.42, 8.00, 0.30
79.80, 64.59, 8.00, 0.30
80.00, 64.76, 8.00, 0.30
80.20, 64.93, 8.00, 0.30
80.40, 65.10, 8.00, 0.30
80.60, 65.27, 8.00, 0.30
80.80, 65.44, 8.00, 0.30
81.00, 65.61, 8.00, 0.30
81.20, 65.78, 8.00, 0.30
81.40, 65.95, 8.00, 0.30
81.60, 66.12, 8.00, 0.30
81.80, 66.29, 8.00, 0.30
82.00, 66.46, 8.00, 0.30
82.20, 66.63, 8.00, 0.30
82.40, 66.80, 8.00, 0.30
82.60, 66.97, 8.00, 0.30
82.80, 67.14, 8.00, 0.30
83.00, 67.31, 8.00, 0.30
83.20, 67.48, 8.00, 0.30
83.40, 67.65, 8.00, 0.30
83.60, 67.82, 8.00, 0.30
83.80, 67.99, 8.00, 0.30
84.00, 68.16, 8.00, 0.30
84.20, 68.33, 8.00, 0.30
84.40, 68.50, 8.00, 0.30
84.60, 68.67, 8.00, 0.30
84.80, 68.84, 8.00, 0.30
85.00, 69.01, 8.00, 0.30
85.20, 69.18, 8.00, 0.30
85.40, 69.35, 8.00, 0.30
85.60, 69.52, 8.00, 0.30
85.80, 69.69, 8.00, 0.30
86.00, 69.86, 8.00, 0.30
86.20, 70.03, 8.00, 0.30
86.40, 70.20, 8.00, 0.30
86.60, 70.37, 8.00, 0.30
86.80, 70.54, 8.00, 0.30
87.00, 70.71, 8.00, 0.30
87.20, 70.88, 8.00, 0.30
87.40, 71.05, 8.00, 0.30
87.60, 71.22, 8.00, 0.30
87.80, 71.39, 8.00, 0.30
88.00, 71.56, 8.00, 0.30
88.20, 71.73, 8.00, 0.30
88.40, 71.90, 8.00, 0.30
88.60, 72.07, 8.00, 0.30
88.80, 72.24, 8.00, 0.30
89.00, 72.41, 8.00, 0.30
89.20, 72.59, 8.00, 0.30
89.40, 72.76, 8.00, 0.30
89.60, 72.93, 8.00, 0.30
89.80, 73.10, 8.00, 0.30
90.00, 73.27, 8.00, 0.30
90.20, 73.44, 8.00, 0.30
90.40, 73.61, 8.00, 0.30
90.60, 73.78, 8.00, 0.30
90.80, 73.95, 8.00, 0.30
91.00, 74.12, 8.00, 0.30
91.20, 74.29, 8.00, 0.30
91.40, 74.46, 8.00, 0.30
91.60, 74.63, 8.00, 0.30
91.80, 74.80, 8.00, 0.30
92.00, 74.97, 8.00, 0.30
92.20, 75.14, 8.00, 0.30
92.40, 75.31, 8.00, 0.30
92.60, 75.48, 8.00, 0.30
92.80, 75.65, 8.00, 0.30
93.00, 75.82, 8.00, 0.30
93.20, 75.99, 8.00, 0.30
93.40, 76.16, 8.00, 0.30
93.60, 76.33, 8.00, 0.30
93.80, 76.50, 8.00, 0.30
94.00, 76.67, 8.00, 0.30
94.20, 76.84, 8.00, 0.30
94.40, 77.01, 8.00, 0.30
94.60, 77.18, 8.00, 0.30
94.80, 77.35, 8.00, 0.30
95.00, 77.52, 8.00, 0.30
95.20, 77.69, 8.00, 0.30
95.40, 77.86, 8.00, 0.30
95.60, 78.03, 8.00, 0.30
95.80, 78.20, 8.00, 0.30
96.00, 78.37, 8.00, 0.30
96.20, 78.54, 8.00, 0.30
96.40, 78.71, 8.00, 0.30
96.60, 78.88, 8.00, 0.30
96.80, 79.05, 8.00, 0.30
97.00, 79.22, 8.00, 0.30
97.20, 79.39, 8.00, 0.30
97.40, 79.56, 8.00, 0.30
97.60, 79.73, 8.00, 0.30
97.80, 79.90, 8.00, 0.30
98.00, 80.07, 8.00, 0.30
98.20, 80.24, 8.00, 0.30
98.40, 80.41, 8.00, 0.30
98.60, 80.58, 8.00, 0.30
98.80, 80.75, 8.00, 0.30
99.00, 80.92, 8.00, 0.30
99.20, 81.09, 8.00, 0.30
99.40, 81.26, 8.00, 0.30
99.60, 81.43, 8.00, 0.30
99.80, 81.60, 8.00, 0.30
100.00, 81.77, 8.00, 0.30
100.20, 81.94, 8.00, 0.30
100.40, 82.11, 8.00, 0.30
100.60, 82.28, 8.00, 0.30
100.80, 82.45, 8.00, 0.30
101.00, 82.62, 8.00, 0.30
101.20, 82.79, 8.00, 0.30
101.40, 82.96, 8.00, 0.30
101.60, 83.13, 8.00, 0.30
101.80, 83.30, 8.00, 0.30
102.00, 83.47, 8.00, 0.30
102.20, 83.64, 8.00, 0.30
102.40, 83.81, 8.00, 0.30
102.60, 83.98, 8.00, 0.30
102.80, 84.15, 8.00, 0.30
103.00, 84.32, 8.00, 0.30
103.20, 84.49, 8.00, 0.30
103.40, 84.66, 8.00, 0.30
103.60, 84.83, 8.00, 0.30
103.80, 85.12, 7.88, 0.30
104.00, 85.25, 7.75, 0.30
104.20, 85.38, 7.62, 0.30
104.40, 85.50, 7.50, 0.30
104.60, 85.62, 7.38, 0.30
104.80, 85.75, 7.25, 0.30
105.00, 85.88, 7.12, 0.30
105.20, 86.17, 7.00, 0.30
105.40, 86.33, 7.00, 0.30
105.60, 86.50, 7.00, 0.30
105.80, 86.67, 7.00, 0.30
106.00, 86.83, 7.00, 0.30
106.20, 87.00, 7.00, 0.30
106.40, 87.17, 7.00, 0.30
106.60, 87.33, 7.00, 0.30
106.80, 87.50, 7.00, 0.30
107.00, 87.67, 7.00, 0.30
107.20, 87.83, 7.00, 0.30
107.40, 88.00, 7.00, 0.30
107.60, 88.17, 7.00, 0.30
107.80, 88.33, 7.00, 0.30
108.00, 88.50, 7.00, 0.30
108.20, 88.67, 7.00, 0.30
108.40, 88.83, 7.00, 0.30
108.60, 89.00, 7.00, 0.30
108.80, 89.17, 7.00, 0.30
109.00, 89.33, 7.00, 0.30
109.20, 89.62, 6.88, 0.30
109.40, 89.75, 6.75, 0.30
109.60, 89.88, 6.62, 0.30
109.80, 90.17, 6.50, 0.30
110.00, 90.33, 6.50, 0.30
110.20, 90.50, 6.50, 0.30
110.40, 90.67, 6.50, 0.30
110.60, 90.83, 6.50, 0.30
110.80, 91.00, 6.50, 0.30
111.00, 91.17, 6.50, 0.30
111.20, 91.33, 6.50, 0.30
111.40, 91.50, 6.50, 0.30
111.60, 91.67, 6.50, 0.30
111.80, 91.83, 6.50, 0.30
112.00, 92.12, 6.38, 0.30
112.20, 92.25, 6.25, 0.30
112.40, 92.38, 6.12, 0.30
112.60, 92.67, 6.00, 0.30
112.80, 92.83, 6.00, 0.30
113.00, 93.12, 5.88, 0.30
113.20, 93.25, 5.75, 0.30
113.40, 93.38, 5.62, 0.30
113.60, 93.67, 5.50, 0.30
113.80, 93.83, 5.50, 0.30
114.00, 94.12, 5.38, 0.30
114.20, 94.25, 5.25, 0.30
114.40, 94.38, 5.12, 0.30
114.60, 94.67, 5.00, 0.30
114.80, 94.83, 5.00, 0.30
115.00, 95.00, 5.17, 0.30
115.20, 95.00, 5.34, 0.30
115.40, 95.00, 5.51, 0.30
115.60, 95.00, 5.68, 0.30
115.80, 95.00, 5.85, 0.30
116.00, 95.00, 6.02, 0.30
116.20, 95.00, 6.19, 0.30
116.40, 95.00, 6.36, 0.30
116.60, 95.00, 6.53, 0.30
116.80, 95.00, 6.70, 0.30
117.00, 95.00, 6.87, 0.30
117.20, 95.00, 7.04, 0.30
117.40, 95.00, 7.21, 0.30
117.60, 95.00, 7.38, 0.30
117.80, 95.00, 7.55, 0.30
118.00, 95.00, 7.72, 0.30
118.20, 95.00, 7.89, 0.30
118.40, 95.00, 8.06, 0.30
118.60, 95.00, 8.23, 0.30
118.80, 95.00, 8.40, 0.30
119.00, 95.00, 8.57, 0.30
119.20, 95.00, 8.74, 0.30
119.40, 95.00, 8.91, 0.30
119.60, 95.00, 9.08, 0.30
119.80, 95.00, 9.25, 0.30
120.00, 95.00, 9.42, 0.30
120.20, 95.00, 9.59, 0.30
120.40, 95.00, 9.76, 0.30
120.60, 95.00, 9.93, 0.30
120.80, 95.00, 10.10, 0.30
121.00, 95.00, 10.27, 0.30
121.20, 95.00, 10.45, 0.30
121.40, 95.00, 10.62, 0.30
121.60, 95.00, 10.79, 0.30
121.80, 95.00, 10.96, 0.30
122.00, 95.00, 11.13, 0.30
122.20, 95.00, 11.30, 0.30
122.40, 95.00, 11.47, 0.30
122.60, 95.00, 11.64, 0.30
122.80, 95.00, 11.81, 0.30
123.00, 95.00, 11.98, 0.30
123.20, 95.00, 12.15, 0.30
123.40, 95.00, 12.32, 0.30
123.60, 95.00, 12.49, 0.30
123.80, 95.00, 12.66, 0.30
124.00, 95.00, 12.83, 0.30
124.20, 95.00, 13.00, 0.30
124.40, 95.00, 13.17, 0.30
124.60, 95.00, 13.34, 0.30
124.80, 95.00, 13.51, 0.30
125.00, 95.00, 13.68, 0.30
125.20, 95.00, 13.85, 0.30
125.40, 95.00, 14.02, 0.30
125.60, 95.00, 14.19, 0.30
125.80, 95.00, 14.36, 0.30
126.00, 95.00, 14.53, 0.30
126.20, 95.00, 14.70, 0.30
126.40, 95.00, 14.87, 0.30
126.60, 95.00, 15.04, 0.30
126.80, 95.00, 15.21, 0.30
127.00, 95.00, 15.38, 0.30
127.20, 95.00, 15.55, 0.30
127.40, 95.00, 15.72, 0.30
127.60, 95.00, 15.89, 0.30
127.80, 95.00, 16.06, 0.30
128.00, 95.00, 16.23, 0.30
128.20, 95.00, 16.40, 0.30
128.40, 95.00, 16.57, 0.30
128.60, 95.00, 16.74, 0.30
128.80, 95.00, 16.91, 0.30
129.00, 95.00, 17.08, 0.30
129.20, 95.00, 17.25, 0.30
129.40, 95.00, 17.42, 0.30
129.60, 95.00, 17.59, 0.30
129.80, 95.00, 17.76, 0.30
130.00, 95.00, 17.93, 0.30
130.20, 95.00, 18.10, 0.30
130.40, 95.00, 18.27, 0.30
130.60, 95.00, 18.44, 0.30
130.80, 95.00, 18.61, 0.30
131.00, 95.00, 18.78, 0.30
131.20, 95.00, 18.95, 0.30
131.40, 95.00, 19.12, 0.30
131.60, 95.00, 19.29, 0.30
131.80, 95.00, 19.46, 0.30
132.00, 95.00, 19.63, 0.30
132.20, 95.00, 19.80, 0.30
132.40, 95.00, 19.97, 0.30
132.60, 95.00, 20.14, 0.30
132.80, 95.00, 20.31, 0.30
133.00, 95.00, 20.48, 0.30
133.20, 95.00, 20.65, 0.30
133.40, 95.00, 20.82, 0.30
133.60, 95.00, 20.99, 0.30
133.80, 95.00, 21.16, 0.30
134.00, 95.00, 21.34, 0.30
134.20, 95.00, 21.51, 0.30
134.40, 95.00, 21.68, 0.30
134.60, 95.00, 21.85, 0.30
134.80, 95.00, 22.02, 0.30
135.00, 95.00, 22.19, 0.30
135.20, 95.00, 22.36, 0.30
135.40, 95.00, 22.53, 0.30
135.60, 95.00, 22.70, 0.30
135.80, 95.00, 22.87, 0.30
136.00, 95.00, 23.04, 0.30
136.20, 95.00, 23.21, 0.30
136.40, 95.00, 23.38, 0.30
136.60, 95.00, 23.55, 0.30
136.80, 95.00, 23.72, 0.30
137.00, 95.00, 23.89, 0.30
137.20, 95.00, 24.06, 0.30
137.40, 95.00, 24.23, 0.30
137.60, 95.00, 24.40, 0.30
137.80, 95.00, 24.57, 0.30
138.00, 95.00, 24.74, 0.30
138.20, 95.00, 24.91, 0.30
138.40, 95.00, 25.08, 0.30
138.60, 95.00, 25.25, 0.30
138.80, 95.00, 25.42, 0.30
139.00, 95.00, 25.59, 0.30
139.20, 95.00, 25.76, 0.30
139.40, 95.00, 25.93, 0.30
139.60, 95.00, 26.10, 0.30
139.80, 95.00, 26.27, 0.30
140.00, 95.00, 26.44, 0.30
140.20, 95.00, 26.61, 0.30
140.40, 95.00, 26.78, 0.30
140.60, 95.00, 26.95, 0.30
140.80, 95.00, 27.12, 0.30
141.00, 95.00, 27.29, 0.30
141.20, 95.00, 27.46, 0.30
141.40, 95.00, 27.63, 0.30
141.60, 95.00, 27.80, 0.30
141.80, 95.00, 27.97, 0.30
142.00, 95.00, 28.14, 0.30
142.20, 95.00, 28.31, 0.30
142.40, 95.00, 28.48, 0.30
142.60, 95.00, 28.65, 0.30
142.80, 95.00, 28.82, 0.30
143.00, 95.00, 28.99, 0.30
143.20, 95.00, 29.16, 0.30
143.40, 95.00, 29.33, 0.30
143.60, 95.00, 29.50, 0.30
143.80, 95.00, 29.67, 0.30
144.00, 95.00, 29.84, 0.30
144.20, 95.00, 30.01, 0.30
144.40, 95.00, 30.18, 0.30
144.60, 95.00, 30.35, 0.30
144.80, 95.00, 30.52, 0.30
145.00, 95.00, 30.69, 0.30
145.20, 95.00, 30.86, 0.30
145.40, 95.00, 31.03, 0.30
145.60, 95.00, 31.20, 0.30
145.80, 95.00, 31.37, 0.30
146.00, 95.00, 31.54, 0.30
146.20, 95.00, 31.71, 0.30
146.40, 95.00, 31.88, 0.30
146.60, 95.00, 32.05, 0.30
146.80, 95.00, 32.23, 0.30
